model_type,problem_type,eval_mode,wood_problem,wood_rows,wood_cols,network_name,graph_seed,n_nodes,n_edges,density,replication,source,sink,source_original,sink_original,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time,candidate_objective,candidate_objective_gap,candidate_pool_size,num_candidates,candidate_search_time,hybrid_total_time,candidate_exact_match,candidate_hamming_distance,candidate_correct_edges,evaluation_type,training_set
tropical,shortest_path,id_new,,,,,3006005.0,30,60,2.0,0.0,0,29,,,1,11.0,11.0,0.0,0,1,1,1,1,0.159333998337388,0.1644062818959355,0.1836012238636613,11.0,0.0,5,5,0.0132249081507325,0.1968261320143938,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006006.0,30,60,2.0,1.0,0,29,,,1,32.0,22.0,0.3125,2,0,0,1,1,0.019811182282865,0.0229747537523508,0.0022258404642343,22.0,0.3125,5,5,0.0005429917946457,0.0027688322588801,0,2,0,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006007.0,30,60,2.0,2.0,0,29,,,1,35.0,35.0,0.0,0,1,1,1,1,0.014678968116641,0.0176205011084675,0.0019382014870643,35.0,0.0,5,5,0.0007086209952831,0.0026468224823474,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006008.0,30,60,2.0,3.0,0,29,,,1,36.0,33.0,0.0833333333333333,2,0,0,1,1,0.0159165002405643,0.0187143916264176,0.0019664308056235,35.0,0.0277777777777777,5,5,0.0007455106824636,0.0027119414880871,0,2,0,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006009.0,30,60,2.0,4.0,0,29,,,1,56.0,49.0,0.125,2,0,0,1,1,0.0167996603995561,0.0195845514535903,0.0018861601129174,56.0,0.0,5,5,0.0007526101544499,0.0026387702673673,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006010.0,30,60,2.0,5.0,0,29,,,1,49.0,49.0,0.0,0,1,1,1,1,0.0148493889719247,0.0176227511838078,0.0019239922985434,49.0,0.0,5,5,0.0021654209122061,0.0040894132107496,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006011.0,30,60,2.0,6.0,0,29,,,1,14.000000000000004,14.0,2.537652627714643e-16,0,1,1,1,1,0.0179845113307237,0.0206312928348779,0.0019149016588926,14.0,2.537652627714643e-16,5,5,0.0005372297018766,0.0024521313607692,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006012.0,30,60,2.0,7.0,0,29,,,1,15.000000000000004,13.0,0.1333333333333336,2,0,0,1,1,0.0263101272284984,0.0290588280186057,0.0019514309242367,15.0,3.5527136788004996e-16,5,5,0.0006713801994919,0.0026228111237287,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006013.0,30,60,2.0,8.0,0,29,,,1,11.0,11.0,0.0,0,1,1,1,1,0.0181195307523012,0.0208654329180717,0.001923962496221,11.0,0.0,5,5,0.0006262492388486,0.0025502117350697,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006014.0,30,60,2.0,9.0,0,29,,,1,34.0,34.0,0.0,2,0,0,1,1,0.026091955602169,0.0288562076166272,0.0019471608102321,34.0,0.0,5,5,0.0006682695820927,0.0026154303923249,0,2,0,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006015.0,30,60,2.0,10.0,0,29,,,1,18.0,18.0,0.0,0,1,1,1,1,0.0189822716638445,0.0218343939632177,0.0019871508702635,18.0,0.0,5,5,0.0005991198122501,0.0025862706825137,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006016.0,30,60,2.0,11.0,0,29,,,1,19.0,19.0,0.0,0,1,1,1,1,0.0164620196446776,0.0213817823678255,0.0019437307491898,19.0,0.0,5,5,0.000611119903624,0.0025548506528139,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006017.0,30,60,2.0,12.0,0,29,,,1,30.0,30.0,0.0,2,0,0,1,1,0.0169748309999704,0.0197913134470582,0.0018860409036278,30.0,0.0,5,5,0.0006484612822532,0.0025345021858811,0,2,0,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006018.0,30,60,2.0,13.0,0,29,,,1,48.0,38.0,0.2083333333333333,2,0,0,1,1,0.014616509899497,0.0173063315451145,0.0018714210018515,48.0,0.0,5,5,0.0006551714614033,0.0025265924632549,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006019.0,30,60,2.0,14.0,0,29,,,1,20.0,20.0,0.0,0,1,1,1,1,0.0175849804654717,0.0203491523861885,0.0019558304920792,20.0,0.0,5,5,0.0005630999803543,0.0025189304724335,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006020.0,30,60,2.0,15.0,0,29,,,1,27.0,27.0,0.0,0,1,1,1,1,0.0187324713915586,0.0214828941971063,0.0019296612590551,27.0,0.0,5,5,0.0007153814658522,0.0026450427249073,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006021.0,30,60,2.0,16.0,0,29,,,1,38.0,38.0,0.0,0,1,1,1,1,0.0170458806678652,0.0216711023822426,0.0019474308937788,38.0,0.0,5,5,0.0006590597331523,0.0026064906269311,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006022.0,30,60,2.0,17.0,0,29,,,1,15.0,15.0,0.0,0,1,1,1,1,0.0177206005901098,0.0204990729689598,0.0018635522574186,15.0,0.0,5,5,0.0005303500220179,0.0023939022794365,1,0,1,id_new,mixed_60_10_reps100
tropical,shortest_path,id_new,,,,,3006023.0,30,60,2.0,18.0,0,29,,,1,17.0,17.0,0.0,2,0,0,1,1,0.0175770111382007,0.020332102663815,0.0019608009606599,17.0,0.0,5,5,0.0005798693746328,0.0025406703352928,0,2,0,id_new,mixed_60_10_reps100
